Mot;Autre forme;Definition;Nature du mot;Francais;Anglais;;
Ndu (1/6);;;L?n;Epoux;;;
La??t?? (1/6);;;L?n;Epreuve;;;
N?? la??t?? (V);;;Mba?ncob?;Eprouver;;;
Nsh?? (3/4);;;L?n;Equipe;;;
Kum (1/6);;;L?n;Equipe;;;
Junetsine (adj);;;;Equitable;;;
Nun?tsin? (3/4);;;L?n;Equit‚;;;
N? ca? (V);;;Mba?ncob?;Errer;;;
Fà?nt?? (1/6);;;L?n;Erreur;;;
N??fà?nt?? (1/6);;;L?n;Erreur;;;
N??tàbt?? (1/6);;;L?n;Erreur;;;
Tà?bt?? (1/6);;;L?n;Erreur;;;
Ka?mnko?? (1/6);;;L?n;Escabeau;;;
Mbu?? (3/6);;;L?n;Escalier;;;
kwàn (tum) (1/6);;;L?n;Esclavage;;;
Bu?? (1/6);;;L?n;Esclave;;;
Kwàn (3/6);;;L?n;Esclave;;;
Mi?nt??n (1/6);;;L?n;Escroc;;;
D?? (3/6);;;L?n;Espace;;;
N??t?dd?? (3/6);;;L?n;Esperance;;;
Nywint?? (1);;;L?n;Esperance;;;
N??nywint?? (1);;;L?n;Esp‚rer;;;
N?? nywint? (V);;;Mba?ncob?;Espion;;;
Ntom (1/6);;;L?n;Espionner;;;
N?? tom? (V);;;Mba?ncob?;Espionner;;;
N?? nyi?t? (V);;;Mba?ncob?;Espionner;;;
N?? zw??t? (V);;;Mba?ncob?;Espoir;;;
Yw?l? (5);;;L?n;Esprit;;;
N?? l??? (V);;;Mba?ncob?;Esquiver;;;
N?? fi??t?? (V);;;Mba?ncob?;Essayer;;;
N?? k??mt??(V);;;Mba?ncob?;Essayer;;;
N?? tàmt?;;;Mba?ncob?;Estimer;;;
Cag?;;;L?n;Estomac;;;
Bo? (conj);;;;Et;;;
D????wa??ni? (3/6);;;L?n;Etablissement scolaire;;;
Ndà??wa??ni? t??dk?l?;;;L?n;Etablissement secondaire;;;
Nko? (3/6);;;L?n;EtagŠre ;;;
Nko??ndà (1/6);;;L?n;EtagŠre;;;
Nko??nka (3/6);;;L?n;EtagŠre pour vaisselle;;;
N?? biag? (V);;;Mba?ncob?;Eteindre;;;
Bi (adj);;;;Eteint;;;
Ma?dma?d (adj);;;;Eternel;;;
Yo?nc?? (adj);;;;Eternel;;;
Ngu??ngu? (adv);;;;Eternel;;;
Nsi (1/6);;;L?n;Eternel;;;
Gha?tsie ();;;;Eternuement;;;
N? so??? (V) ;;;Mba?ncob?;Etirer    ;;;
Ne sa?m wud (V);;;Mba?ncob?;Etirer (s?);;;
Sa (5/4);;;L?n;Etoile;;;
Nunecàm? (adj);;;;Etonnant;;;
N?? càm? (V);;;Mba?ncob?;Etonner;;;
N?? biag? (V);;;Mba?ncob?;Etouffer;;;
N?? fam? (V);;;Mba?ncob?;Etouffer ;;;
Kà?gni? (1/6);;;L?n;Etourderie;;;
Nkà?gni? (1/6);;;L?n;Etourdie;;;
Nui?n?càm?? (adj);;;;Etrange;;;
Mfàn (1/6);;;L?n;Etranger;;;
Ng??n (1/6);;;L?n;Etranger ;;;
Tum ;;;;Etranger (a? l?);;;
N?? ba nt? (V);;;Mba?ncob?;Etrangler;;;
N?? m?m nt? (V);;;Mba?ncob?;Etrangler;;;
N?? c?b nt??nt??(V);;;Mba?ncob?;Etrangler;;;
N?? b? (V);;;Mba?ncob?;?tre;;;
Ju?zwia?g (3/6);;;L?n;?tre (un);;;
N?? ghu?u (V);;;Mba?ncob?;?tre gros;;;
M??nnya??tu (1/6);;;L?n;?tre vivant;;;
Fed (adj);;;;Etroit;;;
Ju?n??zi?i (V);;;Mba?ncob?;Etude;;;
Nga??wa??ni?nd?b ;;;;Etudiant;;;
N?? zi?i (V);;;Mba?ncob?;Etudier;;;
Nd? (1/6);;;L?n;Etui (boŒte);;;
Mbà (3/6);;;L?n;Etui (fourreau);;;
N?? cob nku?n m??bw? (v;;;Mba?ncob?;Evang‚liser;;;
Nga?so?nu?nsi (1/6);;;L?n;Evang‚liste;;;
nga?tcobnk??nm??bw? ;;;;Evang‚liste;;;
Nk??nm??bw? (1/6);;;L?n;Evangile;;;
Nda??nda? (adj);;;;Exact;;;
N??tsin? (adj);;;;Exact;;;
Kwa?nda??nda? (adv);;;;Exactement;;;
Nda??nda? (adj);;;;Exactement;;;
N?? ya?nka? (V);;;Mba?ncob?;Exag‚rer;;;
N?? gh?? a ?à (V);;;Mba?ncob?;Exag‚rer;;;
La??t?? (1);;;L?n;Examen;;;
N?? la?t?? (V);;;Mba?ncob?;Examiner;;;
N?? ca?a (V);;;Mba?ncob?;Examiner;;;
N?? du?dte? (V);;;Mba?ncob?;Exc‚der;;;
N?? c?a?t?? (V);;;Mba?ncob?;Exc‚der;;;
N?? c?a? (V);;;Mba?ncob?;Exc‚der;;;
Tu?mlam (1/6);;;L?n;Exception;;;
Tu?mlam (adj);;;;Exceptionnel;;;
N?? t?nt? (V);;;Mba?ncob?;Exciter;;;
Mfi?? (1/6);;;L?n;Exemple;;;
N?? be (V);;;Mba?ncob?;Exister;;;
N?? ba?gt??;;;;Expliquer;;;
N?? ba?gt?? nu? (V);;;Mba?ncob?;Expliquer;;;
Diantàn? (3/6);;;;Exposition-vente;;;
Nànt?nànt?? (adv);;;;Express‚ment;;;
Fa?t??fa?t?? (adv);;;;Expressement;;;
Nd?nd? (adv);;;;Expressement;;;
N?? biag? (V);;;Mba?ncob?;Exterminer;;;
N?? biagndà (V);;;Mba?ncob?;Exterminer;;;
Nu?k?to??yen (1/6);;;L?n;Extraordinaire;;;
Nu?k?to??ju? (1/6);;;L?n;Extraordinaire;;;
C?a?ya??nu? (1/6);;;L?n;Extraordinaire;;;
Bu?dncà?bnu? (1/6);;;L?n;Extraordinaire;;;
Mba??lo?k?? (1/6);;;L?n;Extropi‚;;;
Nk??nk??d (1/6);;;L?n;Extropi‚ ;;;
;;;;;;;
N?? nà?bt?? (V);;;Mba?ncob?;Fabrique;;;
S? (3/6);;;L?n;Face;;;
S??s? (adv);;;;Face a? face;;;
N?? la?a (V);;;Mba?ncob?;Fa?cher (se);;;
N?? yant? (3);;;L?n;Fa?cher (se);;;
Ya?nt? (3);;;L?n;Fa?cherie;;;
F?a?g? (adj);;;;Facile;;;
Nca? ;;;;Fagot;;;
Bod (adj);;;;Faible;;;
Bod (1) ;;;L?n;Faiblesse;;;
Nziku?u ();;;;Faim;;;
N?? gh?? (V);;;Mba?ncob?;Faire;;;
N?? nàbt? (V);;;Mba?ncob?;Faire;;;
N?? fa??a (V);;;Mba?ncob?;Faire;;;
F??so? (5/4);;;L?n;Faire-part;;;
N?? ka?? ko??nu?(V);;;Mba?ncob?;Falsifier;;;
Tu?ndà (3/4);;;L?n;Famille;;;
K?kuà ();;;;Famine;;;
Kuà ;;;L?n;Famine;;;
N?? lab?, n?? yub?;;;L?n;Faner;;;
Nga?gh??gha?gha (1/6;;;L?n;Fanfaron;;;
Nga?ta?nso?? (1/6);;;L?n;Fanfaron;;;
Nha?gha (1);;;L?n;Fanfaronnade;;;
Nta??nso? (1);;;L?n;Fanfaronnade;;;
Gha?m??n (3/6);;;L?n;Fant“me;;;
Ko?mzwi (1);;;L?n;Farce;;;
Nga?ko?mzwi? (1/6);;;L?n;Farceur;;;
L??d;;;L?n;Fardeau;;;
Mba?bbàn (3);;;L?n;Farine;;;
Bod (1);;;L?n;Fatigue;;;
N?? kà?g bod (V);;;Mba?ncob?;Fatiguer;;;
Fà?nnu? (4);;;L?n;Faute;;;
Fà?nt?? (1/4) ;;;L?n;Faute;;;
Nu?k??bw?? (1/6);;;L?n;Faute ;;;
Nzwinyà?m (1/6);;;L?n;Femelle;;;
M??nnzwi (1/6);;;L?n;Femme;;;
Ka?dt?? m??nnzwi 1/6;;;L?n;Femme adultaire;;;
Ghua?m??nnzwi (1/6;;;L?n;Femme d‚laiss‚e;;;
M??nnzwi?ndu (1/6);;;L?n;Femme mari‚e;;;
Nzwigh??n (1/6);;;L?n;Femme(nouvellement mari‚e);;;
Màbw? (1/6);;;L?n;Femme qui vient accoucher;;;
Màbw?ngu?b (1/6);;;L?n;Femme (1er du roi);;;
Mà?mfi?ng?? (1/6);;;L?n;Femme patriarche;;;
N?? bag? (V);;;Mba?ncob?;Fendre;;;
Mfe? ;;;L?n;Fenˆtre;;;
T?n? (5/4);;;L?n;Fer;;;
Nga?l??dncu? (1/6);;;L?n;Ferme? (homme);;;
N?? f??n? (V);;;Mba?ncob?;Fermer ;;;
N?? kabt? (V);;;Mba?ncob?;Fermer;;;
N?? m?m? (V);;;Mba?ncob?;Fermer;;;
N?? y??nt?? (V);;;Mba?ncob?;Fermer;;;
N?? yi?i (V);;;Mba?ncob?;Fermer;;;
Cw?dtu?n (5/4);;;L?n;Fesse;;;
Dia?ntsi?i (;;;L?n;Festival;;;
J?à (3/6);;;L?n;Fˆte;;;
Le?j?à (3);;;L?n;Fˆte (jour de ) ;;;
N?? tsia??te? le?j?à(V);;;Mba?ncob?;Fˆter;;;
Mbwoge (3);;;L?n;Feu;;;
Mf? (1);;;L?n;Feu (d‚funt );;;
Fu (3/4);;;L?n;Feuille ;;;
F? (5/4);;;L?n;Feuille (de papier);;;
Ghu? (3);;;L?n;Fian‡ailles;;;
Ndu?ghu? (1/6);;;L?n;Fiance ;;;
Nzwighu? (1/6);;;L?n;Fianc‚e;;;
N??? ka? m??nnzwi (V);;;Mba?ncob?;Fiancer;;;
N?? tsho ghu? (V);;;Mba?ncob?;Fiancer;;;
Fa??k??c??à? (5/4);;;L?n;Fiasco;;;
N?? fem? (V);;;Mba?ncob?;Fiasquer;;;
Mfià?g? (1);;;L?n;Fibre;;;
Sa?t??wud (1/6);;;L?n;FiŠvre;;;
Com (5/4);;;L?n;Figue;;;
T?mba?tsi (5/4);;;L?n;Figuier;;;
T?com (5/4);;;L?n;Figuier;;;
S? (3/4);;;L?n;Figure;;;
M??nnd?b (1/6);;;L?n;Figure 9grqnde0;;;
Nd??b (1/6);;;L?n;Fil;;;
Nka (3/4);;;L?n;File;;;
Fot;;;L?n;Filet;;;
Mbunjà (4);;;L?n;Filet ;;;
Ngo?n (1/6);;;L?n;Fille;;;
M?ngo?n (1/6);;;L?n;Fillette;;;
Nshu?m (1/6) ;;;L?n;Fils ;;;
M??nnshu?m (1/6);;;L?n;Fils;;;
Nc?a?mbw?? (1/6);;;L?n;Fils aine;;;
Nga??nz?? (1/6);;;L?n;Fils aine (de la famille);;;
Tusw?(3/6);;;L?n;Fils aine;;;
Ntsho?nda? (1/6);;;L?n;Fils unique;;;
M??nnc?? (1/6);;;L?n;Fils unique;;;
Nkwi?m?n (1/6);;;L?n;Fils unique;;;
Ce?dnts? (1/6);;;L?n;Filtre;;;
N?? cel? (V);;;Mba?ncob?;Filtrer;;;
N?? mi? (V);;;Mba?ncob?;Finir;;;
N?? mia?gt?? (V);;;Mba?ncob?;Finir;;;
Mia?gt? (4);;;L?n;Finition, fin;;;
Nka?? (3/6);;;L?n;Flambeau;;;
N?? j?a? mbog?  (V);;;Mba?ncob?;Flamber;;;
N?? bad nka?? (V);;;Mba?ncob?;Flamber (faire);;;
Nsa (3/6);;;L?n;Flanc;;;
N?? badt? (V);;;Mba?ncob?;Flatter;;;
Badt?? (1);;;L?n;Flatterie;;;
V?ng?? (3);;;L?n;Fl‚au;;;
Nsà?mt? (4);;;L?n;Fleur;;;
Nsà?mn??nà? (4);;;L?n;Fleur;;;
Ta?nts? (4);;;L?n;Fleuve;;;
Fednts? (4);;;L?n;Flot;;;
Tu?nts? (5/4);;;L?n;Flot (vague);;;
Nta?dntad (adj);;;;Flou;;;
Nd? (1/6);;;L?n;Fl–te;;;
Mànd? (1/6);;;L?n;Flute ;;;
N?? t? nd? (V);;;;Fluter;;;
Nga?t?nd? (1/6);;;L?n;Flutiste;;;
Nt??nd? (1/6);;;L?n;Flutiste;;;
Ba?mnt? (3);;;L?n;Foi;;;
Bi? (5/4);;;L?n;Foie;;;
Dibà? ntàn? (1/6);;;L?n;Foire;;;
Yo??ts? (3);;;L?n;Fois;;;
Nz??ts?;;;L?n;fois;;;
Bà  (1);;;L?n;Folie ;;;
Zwia?t?? (1);;;L?n;Folie;;;
Yo?t?? (3);;;L?n;Folie;;;
Tu?nba?? (3/4);;;L?n;Fondation;;;
Ne t? (V);;;Mba?ncob?;Fonder;;;
Zwi?n (1/6);;;L?n;Fontanelle;;;
Ta?nku? (1);;;L?n;Football;;;
Mba??;;;L?n;Force;;;
N??ta (1/6);;;L?n;Force;;;
Ng?? (1/6);;;L?n;Force;;;
Ta? (1/6);;;L?n;Force ;;;
N?? so? n??ta (V);;;Mba?ncob?;Forcer;;;
N?? so? ng?? (V);;;Mba?ncob?;Forcer;;;
N?? nàn? (V);;;Mba?ncob?;Forcer;;;
N?? nc?b t??n (V);;;Mba?ncob?;Forcer;;;
F??n (5/4);;;L?n;Foret;;;
là?m (5/4);;;L?n;Forge;;;
N?? tsw?? là?m (V);;;Mba?ncob?;Forger;;;
N?? tsw?? t?n?(V);;;Mba?ncob?;Forger;;;
N?? v?? (V);;;Mba?ncob?;Forger;;;
Tàlà?m (1/6);;;L?n;Forgeron;;;
Nga?n??ta? (1/6);;;L?n;Fort;;;
N?ta?m??n (1/6);;;L?n;Fort ;;;
Vo?gnc?? (adj);;;;Fort (tre?s);;;
Kà?bnt?n? (1/6);;;L?n;Forteresse;;;
N?? so? n??ta (V);;;Mba?ncob?;Fortifier;;;
N?? fà ng?? (V);;;Mba?ncob?;Fortifier;;;
Fub (5/4);;;L?n;Fosse;;;
Fubnts? ();;;L?n;Fosse?;;;
Fubtsi?dmba?? (5/4);;;L?n;Fosse?;;;
Mbà?b?n? (1/6);;;L?n;Fou;;;
Shua?a (5/4);;;L?n;Fouet;;;
N?? fu??u (V);;;Mba?ncob?;Fouiller;;;
N?? ta?a (V);;;Mba?ncob?;Fouiller;;;
Bwo??b??nnt??n (6);;;L?n;Foule;;;
N?? nya??t?? nku? (V);;;Mba?ncob?;Fouler ;;;
F??nsi (1/6);;;L?n;Fourmi;;;
Shule (1/6);;;L?n;Fourmi;;;
Ntà?mbia?a (1/6);;;L?n;Fourmi magnan;;;
Ntà?mbia?a 1/6;;;L?n;Fourmi magnan;;;
Ndu?mmbwog? (1/6;;;L?n;Fournaise;;;
Làgmbwog? (5/4);;;L?n;Foyer;;;
T??mbwog? (5/4);;;L?n;Foyer;;;
Fi?fi (adj);;;Mba?ncob?;Frais;;;
N?fit? (1);;;L?n;Frais;;;
N?? bu?u (V);;;Mba?ncob?;Frapper;;;
N?? la?b? (V);;;Mba?ncob?;Frapper;;;
N?? tamt? ?wa?ni? (V;;;Mba?ncob?;Frapper a? la machine;;;
N?? k??t? nz??ndà (V;;;Mba?ncob?;Frapper a? la porte;;;
Mf?m (1);;;L?n;Fraude;;;
Ku?bt?? (3);;;L?n;Fraude;;;
C? (5/4);;;L?n;Fraude;;;
N?? gh?? f??m (V);;;Mba?ncob?;Frauder;;;
N?? kubt? (V);;;Mba?ncob?;Frauder;;;
Nga?gh??mf?m (1/6);;;L?n;Fraudeur;;;
Nga?ku?bt? (1/6);;;L?n;Fraudeur;;;
Mf?d (1/6);;;L?n;Fre?re ;;;
M??nmà (1/6);;;L?n;Fre?re;;;
M??ntà (1/6);;;L?n;Fre?re;;;
Mf?dnt??myw?l?(1/6;;;L?n;Fre?re en christ;;;
Nta?nywi?n (1/6);;;;Frigidaire;;;
N?? ka (V);;;Mba?ncob?;Frire;;;
N?? kat? (V);;;Mba?ncob?;Frire;;;
Sa?t??wud (;;;Mba?ncob?;Frisson;;;
N?? sa?t? (V);;;Mba?ncob?;Frissonner;;;
Nga?ghag (V);;;Mba?ncob?;Frivole;;;
N?? ghag? (V);;;Mba?ncob?;Frivole (e?tre);;;
Ghag (1);;;L?n;Frivolit‚ ;;;
N?? ko mf?ag (V);;;Mba?ncob?;Froid (faire);;;
Mf?ag (1/6);;;L?n;Froid;;;
Fifi(adj);;;;Froid;;;
Mbw?? (1);;;L?n;Front;;;
Nk??se (1/6);;;L?n;Front;;;
Ncu?s? (1/6);;;L?n;Front;;;
Ncu?nco? (1/6);;;L?n;Front;;;
Ka?s? (5/4);;;L?n;Front (bombe?);;;
D???nco? (1/6);;;L?n;Front (de combat);;;
Nd? (3/6);;;L?n;Frontie?re ;;;
Nd??ng?? (3/6);;;L?n;Frontie?re ;;;
N?? yamntàm? (V);;;Mba?ncob?;Fructifier;;;
N?? fa?a (V);;;Mba?ncob?;Fructifier;;;
N?? yam? (V);;;Mba?ncob?;Fructifier;;;
N?? co (V);;;Mba?ncob?;Fructifier;;;
Tàmt? (5/4);;;L?n;Fruit;;;
T?n??yammntàm?(5/4);;;L?n;Fruitier (arbre);;;
N?? k? ? (V);;;Mba?ncob?;Fuir;;;
Nz??mbwog? (1/4);;;L?n;Fume?e;;;
N?? lamnz??mbwog?;;;Mba?ncob?;Fumer;;;
N?? nu nd??ba?  (V);;;Mba?ncob?;Fumer;;;
Nga?nund??ba? (1/6);;;L?n;Fumeur;;;
Ngàn? (5/4);;;L?n;Fusil;;;
Ta??(5/4);;;L?n;Fu?t;;;
;;;;;;;
Nkwà?nn?fiag? (1/6);;;L?n;Gage;;;
Co?tu (1/6);;;L?n;Gage;;;
N?? fia?g nkà?n (V);;;Mba?ncob?;Gager;;;
N?? yà?b cw??d (V);;;Mba?ncob?;Gager ;;;
N?? j? (V);;;Mba?ncob?;Gagner;;;
N?? lo?? kam? (V);;;Mba?ncob?;Gagner;;;
N?? lo?? nca? (V);;;Mba?ncob?;Gagner;;;
N??sat? (adj);;;;Gai;;;
N??wat? (adj);;;;Gai;;;
?wat?m??n  (1/6);;;L?n;Gai (homme);;;
?wat? (1);;;L?n;Gaite?;;;
Sat?? (1);;;L?n;Gaite?;;;
Mbàn? (4);;;L?n;Gale;;;
M??nmbàn? (1/6);;;L?n;Galeux;;;
N??zw??ju (3/4);;;L?n;Gangilion;;;
Mbànnzun? (4);;;L?n;Gangre?ne;;;
N??beb? (;;;L?n;Garde;;;
Nga?beb (1/6);;;L?n;Garde;;;
Bàmnà (V);;;Mba?ncob?;Garde (prendre);;;
N?? z?t? ( V);;;Mba?ncob?;Garde (prendre);;;
N?? beb? (V);;;Mba?ncob?;Garder;;;
N?? l?m? (V);;;Mba?ncob?;Garder;;;
N?? l? (V);;;Mba?ncob?;Garnir ;;;
N?? kud mf?ag (V);;;Mba?ncob?;Geler;;;
N?? nywi?n? (V);;;Mba?ncob?;Geler;;;
Ntage (4);;;L?n;Gencives;;;
Ba?a  (1/6);;;L?n;Gendarme;;;
Ndà?b??f?? (1/6);;;L?n;Gendarmerie;;;
B??nnt??n (6);;;L?n;Gens;;;
Mfi??ca?a (1/6);;;L?n;Ge?ome?tre;;;
Ngà?mmfi?ca?a (1);;;L?n;Ge?ome?tre;;;
N?? bile (V);;;Mba?ncob?;Germer;;;
N?? ywi?m? (V);;;Mba?ncob?;Germer;;;
D?bt??ng?? (1);;;L?n;Ge?rontocratie;;;
N?? tia?g? (V);;;Mba?ncob?;Glisser;;;
Nkuni? (4);;;L?n;Gloire;;;
Ghamt?? (1/6);;;L?n;Gloire;;;
N?? ghamt?? (V);;;Mba?ncob?;Glorifier;;;
Ma??mi? (1/6);;;L?n;Glouton;;;
Nj?k??yw?d (1/6);;;L?n;Glouton;;;
J?k??yw?d (6);;;L?n;Gloutonnerie;;;
Lendts? (1/6);;;L?n;Gobelet;;;
Co??k?dnjum? (1/6);;;L?n;Gomme;;;
M?co?? ;;;L?n;Gorille;;;
Nz??t? (1/6);;;L?n;Gosier;;;
Ntu??nts? (1/6);;;L?n;Gourde (d?eau);;;
Ncà?mnt? (V);;;Mba?ncob?;Gourmand;;;
N?? cà?mnt? (V);;;Mba?ncob?;Gourmand (e?tre);;;
Ncà?mnt? (1);;;L?n;Gourmandise ;;;
N??cà?mnt? (1);;;L?n;Gourmandise;;;
Nj?m??n (1/6);;;L?n;Gou?t;;;
Num??n (1/6);;;L?n;Gou?t ;;;
Mbw??ju (4);;;L?n;Gou?t;;;
N?? zwi?t? (V);;;Mba?ncob?;Gou?ter;;;
Tàm ;;;;Goutte;;;
Tàmnts? (5/4);;;L?n;Goutte d?eau;;;
Kond??n (3/4);;;L?n;Gra?ce;;;
Nzil? (4);;;L?n;Grisse grand;;;
Nko?? (adj);;;;Grand;;;
Nd?b (adj);;;;Grand;;;
Mà (adj);;;;Grand ;;;
A ghu? (1/6);;;L?n;Grand (c?est);;;
M??nnd?b (1/6);;;L?n;Grand homme;;;
Nzim??n (1/6);;;L?n;Grand homme;;;
Nsà?m??n (1/6);;;L?n;Grand homme;;;
Gha?? (adj);;;;Grandiose;;;
Nko?? (adj);;;;Gradiose;;;
nko??nko?? cu (6);;;L?n;Grandiose (chose);;;
N?? ku??u (V);;;Mba?ncob?;Grandir;;;
N??nyamt? se (1);;;L?n;grimace ;;;
N?? nyamte s? (V);;;Mba?ncob?;Grimacer;;;
N?? f?dns? (V);;;Mba?ncob?;Grimacer les dent;;;
N?? ya?t?? (V);;;Mba?ncob?;Guerir;;;
N?? fa?? ngo?k?d (V);;;Mba?ncob?;Guerir;;;
N?? cwe?t?? ngo?k?d (V);;;Mba?ncob?;Guerir;;;
Nga?cwe?t?? (1/6);;;L?n;Guerisseur;;;
Nco? (3/6);;;L?n;Guerre;;;
N?? l?? nco? (V);;;Mba?ncob?;Guerroyer;;;
N?? ma?? nco? (V);;;Mba?ncob?;guerroyer;;;
;;;;;;;
N???ma??nzw? (1/6);;;L?n;Habillement;;;
N?? ke?t nzw? (V);;;Mba?ncob?;Habiller;;;
N?? ma??nzw? (V);;;Mba?ncob?;Habiller;;;
N?? tog nzw? (V);;;Mba?ncob?;Habiller;;;
Kum (5/4);;;L?n;Habit;;;
Nzw? (1/6);;;L?n;Habit;;;
Z??la? (1/6);;;L?n;Habitant;;;
Ba?? (3/4);;;L?n;Habitation;;;
D???ntsw? (3/4);;;L?n;Habitation;;;
Ndà (1/6);;;L?n;Habitatant;;;
N?? tsw? (V);;;Mba?ncob?;Habiter;;;
Ma?d (1/6);;;L?n;Habitude;;;
N?? lo?? ma?d (V);;;Mba?ncob?;Habituer;;;
N?? mi?l? (V);;;Mba?ncob?;Habituer ;;;
Njà?m (1/6);;;L?n;Hache;;;
Kà?b (1/6);;;L?n;Haie;;;
Nk?mbàn (1);;;L?n;Haine;;;
Nu?nk??mbàn (adj);;;;Haineux;;;
N?? bà?n? (V);;;Mba?ncob?;Hai?r;;;
Yw?tncu? (6);;;L?n;Haleine;;;
Lub? (5/4);;;L?n;Hamec?on;;;
Ta?mmbu (1) ;;;L?n;Handball;;;
Zw??? (3/6);;;L?n;Hanche;;;
K??bwog (1/6);;;L?n;Hardi;;;
Nga?fid (1/6);;;L?n;Hardi ;;;
Fit (1/6);;;L?n;Hardiesse;;;
Ku?ni (1);;;L?n;Hardiesse;;;
Nkun (4);;;L?n;Haricot;;;
Lo?? (5/4);;;L?n;Harpe;;;
Mf?t? (adj);;;;Haut;;;
N??fil? (adj);;;;Hautain;;;
Nga?fid (1/6);;;L?n;Hautain;;;
N??n??nt? (1);;;L?n;Hauteur;;;
Mf?t? ();;;L?n;Hauteur;;;
Nu?m keka?? (5/4);;;L?n;Hauteur (en);;;
N??nà? (3/6);;;L?n;Herbe;;;
Nga?kàbn??nà? (1/6);;;L?n;Herboriste;;;
Ntsi?i (4);;;L?n;He?ritage;;;
Ndà (1/6);;;L?n;He?ritage;;;
N?? j?ndà (1/6);;;L?n;He?ritier;;;
Nj?ndà (V);;;Mba?ncob?;He?ritier;;;
Mà?gt?? (V);;;Mba?ncob?;He?sitation;;;
N?? mà?gt??(V);;;Mba?ncob?;He?siter;;;
Ng??la? (1/6);;;L?n;Heure;;;
Nya?m (1/6);;;L?n;Heure;;;
Nga?tsw?m??bw?;;;;Heureux;;;
Nga?f?n (adj);;;;Heurter;;;
N?? fa?t? (V);;;Mba?ncob?;Heurter ;;;
Nko?g (adv);;;;Hier;;;
Ngà?mc?? (1/6);;;L?n;Histoire;;;
C?? (1/6);;;L?n;Histoire;;;
Màndu?m (1/6);;;L?n;Homme;;;
M??nnt??n (1/6);;;L?n;Homme;;;
M??nnya??tu (1/6);;;L?n;Homme;;;
Ngaba?mnt? (1/6);;;L?n;Homme de foi;;;
M??nn?n?n? (1/6);;;L?n;Homme juste;;;
M??nn??tsin? (1/6);;;L?n;Homme juste;;;
Nku??ni? (1);;;L?n;Honneur;;;
Ju?nku??ni? (adj);;;;Honorable;;;
M??nnku?ni (1/6);;;L?n;Honorable;;;
Tu?sw? (1);;;L?n;Honte;;;
Nga?tu?sw? (1/6);;;L?n;Honte (qui a);;;
Nu?tu?sw? (adj);;;;Honteux;;;
Ndà?gho?n (1/6);;;L?n;Ho?pital;;;
Logtà? (1/6);;;L?n;Ho?pital;;;
D???gho?n (3/6);;;L?n;Ho?pital;;;
K??sh?? (1/6);;;L?n;Hoquet;;;
Tu?nnj? (3/6);;;L?n;Horizon;;;
K???k?? (adj);;;;Horizontal;;;
Ndo??ng??n (1/6);;;L?n;Hospitalier;;;
Ndà?gh??n (1/6);;;L?n;Ho?tel;;;
Mf?d (4);;;L?n;Huile;;;
Mf??dk??na? (4);;;L?n;Huile (d?arrachide;;;
Mf??dmba?m??kal? (4);;;L?n;Huile (de coco);;;
M??nya? (4);;;L?n;Huile (de palmiste);;;
N?? nu?u (V);;;Mba?ncob?;Huiler;;;
Cà?bmf?d (3);;;L?n;Huilerie;;;
Lo??cà?b (5);;;L?n;Huilerie;;;
Fom? (adj);;;;Huit;;;
Mbadt? fom? (adj);;;;Huitie?me ;;;
Nga?fàwudnsi (adj);;;;Humble (personne);;;
N?? ko?g m??n (V);;;Mba?ncob?;Humilier;;;
N?? fà wud nsi (V);;;Mba?ncob?;Humilier (s?);;;
N??fàwud nsi (1);;;L?n;Humilite?;;;
Yà?kint?? (5/4);;;L?n;Hyacinthe;;;
?a??om? (1/6);;;L?n;Hye?ne;;;
Ced (1);;;L?n;Hygie?ne;;;
Kwib??? (5/4);;;L?n;Hymne;;;
kwi?nkuni (5/4);;;L?n;Hymne;;;
Kwingo? (5/4);;;L?n;Hymne national;;;
Mfum (3);;;L?n;Hypocrisie;;;
Ngamf?m (1/6) ;;;L?n;Hypocrite ;;;
Ns??nni? (adv);;;;Ici;;;
C?n (1/6);;;L?n;Idiot;;;
Mbu?tu (1/6);;;L?n;Idiot;;;
F??mni? (1);;;L?n;Idiotie;;;
Nsi?n?to (1/6);;;L?n;Ido?le;;;
Nga?bamnsi?n?to(1/6;;;L?n;Idola?tre;;;
B?? (3);;;L?n;Igname;;;
Nts??nts? (3);;;L?n;Igname jaune;;;
Nkà?gni? (1/6);;;L?n;Ignorant;;;
A (pron);;;;Il/ elle;;;
Bo (pron);;;;Ils / elles (eux);;;
Boàbo (pron);;;;Ils/ elles ( lui et eux);;;
Ndia??kadca?a (3/6);;;L?n;Ile;;;
Ng??t??dnts? (3/6);;;L?n;Ile;;;
Ca?t??dnts? (3/6);;;L?n;Ile;;;
Mfuni (4);;;L?n;Image;;;
N?to (1/6);;;L?n;Image;;;
Fi?t?? (1);;;L?n;Imitation;;;
N?? fi?t?? (V);;;Mba?ncob?;Imiter;;;
K??ta?g (adv);;;;Immanquablement;;;
Tàk??ta?g (adv);;;;Immanquablement;;;
K??kond??n (adj);;;;Impitoyable;;;
K??z?w? (adj);;;;Impitoiyable;;;
Nga?l??dncu? (adj);;;;Impoli;;;
K??nku??ni? (adj);;;;Impoli;;;
L??dncu? (adj);;;;Impolitesse;;;
Ncu?b (1/6);;;L?n;Impot;;;
Nu?k??ka? (adj);;;;Impre?visible;;;
S???keka? (adj);;;;Impre?visible ;;;
